dataset_index,title,cluster_id,title_length
680,How Role Models Inspire Us,11,26
681,What Is Generosity Toward Strangers?,5,36
682,Understanding the Need for Self-Reflection,11,42
683,What Is Good Communication?,1,27
684,Why Celebrating Progress Boosts Confidence,11,42
685,All About Being Open-Minded,11,27
686,What Is Self-Motivation?,11,24
687,Exploring the Value of Consistency,11,34
688,What Is a Habit and How Do We Change It?,11,40
689,Understanding the Balance Between Work and Fun,11,46
690,How Positive Peer Influence Works,11,33
691,What Is Emotional Health?,5,25
692,Why Telling the Truth Is Powerful,11,33
693,Discovering the Meaning of Self-Reliance,11,40
694,What Is Humility and Why Does It Matter?,11,40
695,How Gratitude Improves Our Outlook,5,34
696,What Is a Positive Attitude?,11,28
697,Exploring the Idea of Self-Expression,11,37
698,Why Self-Respect Is Necessary,11,29
699,What Is Generosity of Spirit?,5,29
700,Understanding How Attitude Affects Relationships,11,48
701,What Is Determination and How to Build It?,11,42
702,The Importance of Admitting We Don’t Know Something,11,51
703,What Is Curiosity in Learning?,11,30
704,How Self-Control Helps Everyone,11,31
705,What Is Self-Esteem and How Do We Protect It?,11,45
706,Why Good Manners Support Friendships,5,36
707,All About Reciprocity in Friendships,5,36
708,How Teamwork Gets Things Done Faster,11,36
709,What Is Accountability to Others?,11,33
710,Understanding the Power of Encouragement,11,40
711,Why Boundaries Build Trust,11,26
712,What Is Sincerity and Why Is It Valuable?,11,41
713,Recognizing When I Need Help,5,28
714,All About Healthy Self-Talk,1,27
715,What Does It Mean to Respect Myself?,11,36
716,How Tolerance Creates Harmony,11,29
717,What Is Positivity in Everyday Life?,11,36
718,Why Self-Honesty Helps Us Improve,11,33
719,What Is a Personal Value System?,11,32
720,Understanding How Encouragement Works,5,37
721,Why Making Amends Heals Friendships,5,35
722,What Is Empathy in Conflict?,11,28
723,How Humor Relieves Stress,1,25
724,What Is the Purpose of an Apology?,1,34
725,Exploring the Concept of Grace,11,30
726,What Is Compassion Toward Myself?,5,33
727,Why It’s Important to Respect Different Ages,11,44
728,Learning the Importance of Fair Dealing,11,39
729,What Is the Role of Trust in Friendships?,5,41
730,How Responsibility Grows with Age,11,33
731,Why Self-Discipline Creates Freedom,11,35
732,What Is the Difference Between Politeness and Kindness?,5,55
733,Exploring the Idea of Empathy in Daily Life,5,43
734,Why Do We Often Overlook Good Deeds?,11,36
735,What Is Integrity and How to Keep It?,11,37
736,All About Being Proud Without Boasting,11,38
737,Understanding That Everyone Is Unique,11,37
738,What Is a Moral Compass?,11,24
739,Why Consistency Builds Reliability,11,34
740,What Is the Value of Self-Acceptance?,11,37
741,How a Quiet Mind Can Solve Problems,1,35
742,What Is Perseverance and When Do We Use It?,11,43
743,Why Caring for Our World Is Important,11,37
744,What Is Altruism?,11,17
745,Exploring the Power of Sincere Apologies,1,40
746,What Is the Meaning of Empathy in Families?,5,43
747,Understanding Sensitivity to Others’ Feelings,11,45
748,Why Should We Celebrate Differences?,11,36
749,What Is a Role Model and How Do We Choose One?,11,46
750,Being a Helper in Class,5,23
751,Washing Hands at School,3,23
752,Sharing Toys with Friends,10,25
753,Quiet Voices in the Library,1,27
754,Taking Turns on the Slide,4,25
755,Listening During Circle Time,4,28
756,Lining Up for Lunch,9,19
757,Brushing Teeth After Meals,12,26
758,Wearing a Seatbelt,4,18
759,Playing Gently with Pets,10,24
760,Asking for Help Nicely,5,22
761,Using Friendly Words,1,20
762,Preparing for Bed,4,17
763,Waiting Patiently for My Turn,4,29
764,Greeting Friends at School,2,26
765,Using the Bathroom Safely,4,25
766,Moving Carefully in the Hallway,4,31
767,Sitting Criss-Cross on the Rug,4,30
768,Being Honest,11,12
769,Trying New Foods at Mealtime,9,28
770,Taking Care of My Things,4,24
771,Speaking Politely During Meals,9,30
772,Bringing in My Homework,8,23
773,Walking with My Class on Field Trips,14,36
774,Waiting for My Family at Pickup Time,4,36
775,Cleaning Up After Play,3,22
776,Saying Excuse Me,1,16
777,Taking Part in Group Work,2,25
778,Following the Class Rules,2,25
779,Staying Calm During Storms,1,26
780,Using Kind Hands,10,16
781,Helping a Friend Who Is Sad,5,27
782,Paying Attention to the Teacher,2,31
783,Storing My Art Supplies,8,23
784,Saying Thank You,5,16
785,Walking Safely Near Roads,4,25
786,Making New Friends,5,18
787,Speaking Up in Class,1,20
788,Practicing Fire Drills,14,22
789,Being Responsible with Homework Supplies,8,40
790,Giving Others Personal Space,13,28
791,Helping Keep the Classroom Clean,3,32
792,Using My Indoor Voice,4,21
793,Following a Schedule,4,20
794,Asking Before Borrowing,12,23
795,Staying Safe with Scissors,10,26
796,Wearing Weather-Ready Clothes,4,29
797,Joining in Games Outside,14,24
798,Saying Goodbye at the End of the Day,4,36
799,Practicing Patience During Group Cleanup,1,40
800,Using a Quiet Voice in Class,1,28
801,Washing Hands Before Eating,12,27
802,Taking Turns on the Slide,4,25
803,Listening at Story Time,4,23
804,Sharing Crayons with Friends,10,28
805,Walking Safely in the Hallway,4,29
806,Asking for Help Kindly,5,22
807,Using Kind Hands,10,16
808,Cleaning Up After Play,3,22
809,Waiting for My Turn to Speak,4,28
810,Saying Thank You,5,16
811,Brushing My Teeth Each Day,12,26
812,Learning to Tie My Shoes,14,24
813,Being Gentle with Pets,5,22
814,Wearing My Seatbelt,4,19
815,Raising My Hand in Class,2,24
816,Staying Calm in a Storm,1,23
817,Sharing Snacks with Friends,9,27
818,Using Words to Solve Problems,10,29
819,Following Directions at School,2,30
820,Playing Safely on the Playground,14,32
821,Using the Bathroom Neatly,3,25
822,Greeting Friends in the Morning,4,31
823,Putting My Toys Away,10,20
824,Sitting Still for a Short Time,4,30
825,Bringing My Homework Back,8,25
826,Using Good Manners at Lunch,9,27
827,Saying Excuse Me,1,16
828,Painting Carefully,10,18
829,Waiting My Turn at the Water Fountain,4,37
830,Being Polite on the Bus,1,23
831,Asking Before Borrowing,12,23
832,Staying Calm During Fire Drills,1,31
833,Eating Slowly at Mealtime,9,25
834,Being Honest,11,12
835,Helping a Sad Friend,5,20
836,Using Scissors Safely,10,21
837,Sitting at the Table to Eat,9,27
838,Keeping My Desk Organized,8,25
839,Wearing the Right Clothes,4,25
840,Noticing When Others Speak,1,26
841,Playing Gently with Babies,10,26
842,Keeping the Classroom Floor Clean,3,33
843,Saying Sorry,1,12
844,Staying with My Group,4,21
845,Turning Off Lights When Leaving,4,31
846,Being Quiet in the Library,1,26
847,Using Friendly Words,1,20
848,Drinking Water During the Day,12,29
849,Waiting for My Family at Pickup,4,31
850,Visiting a Planetarium,6,22
851,Exploring a Medieval Castle,6,27
852,Attending a Family Reunion,2,26
853,Our Community Cleanup Day,3,25
854,Planting Trees in the Park,6,26
855,Helping Out at a Homeless Shelter,5,33
856,Celebrating a Cultural Festival,2,31
857,Volunteering at the School Fundraiser,2,37
858,Spending a Weekend at Aunt’s Farmhouse,6,38
859,Going Ice Skating for the First Time,14,36
860,Attending a Local Art Fair,2,26
861,Day Trip to the Mountains,6,25
862,Learning Archery at Summer Camp,14,31
863,A Sleepover at My Cousin’s House,4,32
864,Trying Out for the School Play,14,30
865,Celebrating a Big Holiday with Family,6,37
866,A Weekend at the Ski Resort,6,27
867,Visiting a Butterfly Sanctuary,6,30
868,Going to the Circus,4,19
869,Attending a Robotics Competition,14,32
870,Exploring a Ghost Town,6,22
871,A Day at the Science Center,2,27
872,Visiting a Historical Battlefield,6,33
873,My Experience in a School Talent Show,2,37
874,Helping My Neighbor with Groceries,9,34
875,Going to a Farmer’s Market,6,26
876,Exploring Tidal Pools by the Shore,6,34
877,Learning How to Fish at the Lake,14,32
878,Watching a Soccer Match Live,14,28
879,Building a Treehouse with Dad,6,29
880,Visiting a Horse Ranch,6,22
881,Picking Fruit at an Orchard,9,27
882,Attending a Summer Music Festival,2,33
883,Making Crafts at a Community Workshop,2,37
884,Spending a Day at a Water Park,6,30
885,Going to a Dog Show,4,19
886,Overnight Trip with My Scout Troop,6,34
887,Attending a Comic Book Convention,2,33
888,A Day Exploring the City,6,24
889,Vacation at a Mountain Cabin,6,28
890,Flying a Kite on the Hill,14,25
891,Trying Indoor Rock Climbing,14,27
892,Painting a Mural at School,2,26
893,Family Road Trip Across the State,6,33
894,Attending a Nature Photography Workshop,6,39
895,Taking Care of Grandma’s Garden,6,31
896,Visiting a Lighthouse by the Sea,6,32
897,A Day Helping at the Animal Sanctuary,6,37
898,Volunteering at a Soup Kitchen,9,30
899,Attending a School Science Fair,2,31
900,Feeding Our Dog,9,15
901,Saying Hello,1,12
902,Putting On My Shoes,4,19
903,Brushing My Hair,12,16
904,Saying Please,1,13
905,Building with Blocks,10,20
906,Washing My Face,12,15
907,Learning to Zip My Jacket,10,25
908,Sharing Toys,10,12
909,Looking Both Ways,4,17
910,Sitting on a Chair,4,18
911,Feeding a Fish,9,14
912,Saying Thank You,5,16
913,Cleaning Up My Toys,3,19
914,Trying a New Food,9,17
915,Using Gentle Hands,10,18
916,Saying Sorry,1,12
917,Wearing a Hat,4,13
918,Drinking from a Cup,9,19
919,Learning Animal Sounds,14,22
920,Putting On My Shirt,4,19
921,Using an Indoor Voice,4,21
922,Saying Goodbye,1,14
923,Drinking with a Straw,12,21
924,Helping Water Plants,5,20
925,Watching a Bird in a Tree,6,25
926,Waiting My Turn,4,15
927,Putting Away Crayons,10,20
928,Using a Tissue,10,14
929,Finding My Bedtime Teddy,4,24
930,Picking Up Books,8,16
931,Being Kind to Bugs,5,18
932,Learning Colors,14,15
933,Holding a Cup with Two Hands,9,28
934,Talking to a Friend,1,19
935,Going to the Bathroom,4,21
936,Feeding the Birds Outside,9,25
937,Holding Hands While Crossing,10,28
938,Putting on Socks,10,16
939,Brushing My Teeth,12,17
940,Playing with Stuffed Animals,10,28
941,Learning Shapes,14,15
942,Walking in the House,4,20
943,Trying Buttons on My Shirt,10,26
944,Holding a Crayon Correctly,10,26
945,Washing Fruit Before Eating,12,27
946,Sitting Still at Story Time,4,27
947,Knocking on a Door,4,18
948,Not Touching Hot Things,10,23
949,Turning Off the TV,4,18
950,Helping Plan a Surprise Party,2,29
951,Experiencing a Solar Eclipse,6,28
952,Exploring a Cave with My Family,6,31
953,Staying Overnight at the Hospital to Visit Someone,4,50
954,Hosting a Garage Sale,6,21
955,Exploring a Big City’s Subway System,6,36
956,Going to a County Fair,6,22
957,Visiting a Wind Farm,6,20
958,Exploring a Coral Reef Exhibit,6,30
959,A Day at the Go-Kart Track,14,26
960,Attending a Shakespeare in the Park Event,2,41
961,Discovering Local History on a Walking Tour,6,43
962,Going Camping in the Desert,6,27
963,Trying Out Paddleboarding,14,25
964,Watching a Meteor Shower Late at Night,4,38
965,Taking a Pottery Class,2,22
966,Learning About Astronomy at a Star Party,2,40
967,Visiting a Chocolate Factory,6,28
968,A Trip to the Antique Market,6,28
969,Entering a Sandcastle-Building Contest,14,38
970,Attending a Sibling’s Graduation Ceremony,2,41
971,Observing Wildlife on a Safari Ride,6,35
972,Celebrating a Traditional Harvest Festival,6,42
973,A Day with Local Firefighters,6,29
974,Learning to Surf at the Beach,14,29
975,Helping With a Neighborhood Bake Sale,9,37
976,Participating in a School Exchange Program,2,42
977,Exploring a Volcano Exhibit,6,27
978,Going on a Whale Watching Trip,6,30
979,Taking Part in a Holiday Parade,6,31
980,Visiting a Friend in Another Country,6,36
981,Hiking on a Forest Trail,6,24
982,Celebrating a Community Cultural Night,2,38
983,Touring a Television Studio,6,27
984,Practicing Good Sportsmanship,14,29
985,How to Speak Clearly in Front of Others,1,39
986,Mastering Basic First Aid,5,25
987,How to Manage My Time After School,8,34
988,Learning to Cook a Simple Meal,9,30
989,Effectively Using a Planner,8,27
990,Building Healthy Study Habits,8,29
991,How to Organize My Backpack,8,27
992,Developing Active Listening Skills,1,34
993,Learning to Read Maps,8,21
994,How to Be a Good Team Player,14,28
995,Respecting Classroom Rules,2,26
996,How to Give a Compliment,1,24
997,Politely Disagreeing with Someone,1,33
998,Speaking Up for Myself,1,22
999,Using Public Transportation Safely,4,34
