story_index,story_text,cluster_id,story_length
548943,"Jackie and Jill were twins. They had a plan to go to the playground.

Jackie looked at Jill and said, ""Let's go!"" Jill was excited and they ran out of the house.

When they were outside, Jill got frightened. She looked at Jackie and said, ""I don't want to go to the playground anymore.""

Jackie smiled and said, ""It's okay. We don't have to go. We can go to the park instead. We can swing on the swings, slide down the slide, and climb on the monkey bars!""

Jill smiled and said, ""Yay! Let's go!""

The twins had a new plan. They ran to the park and laughed and played all day.",9,576
1258278,"Once upon a time, there was a little girl named Lily. She loved to play with her toys and her stuffed animals. One day, Lily went to the park with her mom. They played on the swings and went down the slide. But then Lily saw a little bird on the ground. The bird was hurt and couldn't fly. Lily knew she had to help the bird. She picked it up and brought it to her mom. Her mom said they would take the bird to the vet to save it. Lily was happy she could help the bird.

Later that day, Lily and her mom went to the store. Lily wanted to buy some new stuff for her room. She picked out a new stuffed animal and some pretty stickers. When they got home, Lily put her new stuff in her room. She was so happy to have new things.

That night, Lily went to bed and it was very quiet. She liked it when it was quiet because she could hear the sound of her own heartbeat. She snuggled with her new stuffed animal and fell asleep. She dreamed about the little bird she saved and how happy it must be now.",2,997
1917738,"Once upon a time there was a princess who lived in a big palace. In the middle of the palace was a giant room with a weird balance. Every day, the princess would stand on one side of the balance and try to make it even. But it always seemed like one side of the balance was too heavy.

One day a big bug flew into the room. It was a very strange bug, because it had wings and could fly! The princess was so surprised to see such a weird bug that she forgot to balance the room.

But then something amazing happened. The bug flapped its wings and flew up to the top of the balance! Suddenly the room became perfectly balanced. The bug flew away and the princess was so delighted that she was able to balance the room without help.

From then on, the princess was very careful to keep that room balanced all the time. She even asked for the help of her friends to make sure the room was always even. The princess and her friends had fun helping to keep the room balanced, and the palace stayed happily ever after.",1,1011
1326143,"Once there was a little girl called Sarah who loved to explore outdoors. One day, Sarah went out on an adventure and decided to climb a hill.

On the way to the top of the hill, Sarah discovered a dark, scary cave. Suddenly, she heard a loud noise coming from inside the cave. It sounded like thunder!

Sarah was afraid, but she was also very curious. She decided to enter the cave and see what was inside. Slowly, Sarah walked into the dark cave and was frightened by the loud noise.

When Sarah saw what was inside, she became very excited. Inside the cave were beautiful, colourful rocks! Sarah carefully picked up one of the rocks and held it close to her.

Suddenly, Sarah felt something on her arm. It was a tiny little bug! Sarah was surprised, but she wasn't hurt. She knew that the little bug was just exploring its home.

That day, Sarah discovered many things about the cave, the rocks and the little bug! She learned that seeing new things can be exciting and a little bit scary but it's always fun!",1,1011
304267,"Tom and Sue are friends. They like to play with toys. They have a big case with many toys inside. They share the toys and have fun.

One day, a new boy comes to play. His name is Ben. He sees the case with toys and wants to play too. He asks Tom and Sue, ""Can I play with you?""

Tom and Sue are kind. They say, ""Yes, you can play with us. We have many toys. You can choose one.""

Ben is happy. He opens the case and looks inside. He sees a red car, a blue ball, a yellow duck, and a green frog. He likes the red car. He takes it and says, ""This is mine.""

Tom and Sue are sad. They say, ""No, that is not yours. That is Tom's car. He likes it very much. You can play with it, but you have to give it back.""

Ben is angry. He says, ""No, I will not give it back. It is mine now. Go away.""

Tom and Sue are scared. They do not want to fight. They hope Ben will be nice. They say, ""Please, Ben, do not be mean. We are friends. We can share the toys. You can play with the car, but you have to let Tom play with it too.""

Ben thinks for a moment. He remembers how he felt when he had no toys. He feels sorry for Tom and Sue. He says, ""I am sorry. I was mean. You are right. We are friends. We can share the toys. Here, Tom, you can have your car back. Can I play with the ball?""

Tom and Sue are happy. They say, ""Thank you, Ben. You are kind. Yes, you can play with the ball. We can all play together.""

They close the case and take the toys outside. They play with the car, the ball, the duck, and the frog. They have fun and laugh. They are friends.",6,1546
39071,"Once upon a time, there was a little girl named Lily. She had a brother named Max. One day, they went outside to play in the snow. The snow was very icy and cold. 

Lily said, ""Max, I see your leg is turning red. Are you okay?"" 

Max said, ""No, it's too cold. I want to go inside and warm up."" 

Lily said, ""Okay, let's go inside and have some hot chocolate."" 

They went inside and their mom made them hot chocolate. They sat by the fire and warmed up their legs. They were happy to be inside where it was warm.",7,512
1922188,"Once upon a time there was a jolly boy named Tom. Tom lived in a village and wanted to escape his dull life. So one day Tom decided to play hide and seek with his friends. The friends searched, high and low, but they just couldn't find him.

""Where could he be"", they asked.

Finally they heard a noise and Tom was found! He had hidden in an old tree.

Everyone had a great time playing hide and seek and Tom felt a jolly escape! The friends laughed and hugged each other. They all shouted, ""Game over!""

Then they all waved goodbye and went home. Tom was happy. His jolly escape had come to an end.",3,599
419351,"Once there was a Little Fox who was feeling very self-centered and selfish. So she decided to go and build her own igloo. She rolled the big white blocks that she found in the forest and then carefully stacked them on top of each other until she was able to create a nice igloo. 

Meanwhile, Rabbit who lived nearby felt sad to see how the Little Fox was only thinking of herself. So Rabbit hopped closer to the igloo and called out to Little Fox.

""Little Fox, why did you build your igloo alone? We could have worked together to build a much bigger and better one. I can roll the blocks faster than you!""

But Little Fox only nodded her head, too stubborn and selfish to accept Rabbit's offer. So Rabbit sighed and walked away while Little Fox continued to roll the blocks and build her igloo.",8,795
307277,"Once upon a time, there was a big elephant with a very old trunk. The elephant used his trunk to drink water and eat leaves from the trees. But one day, the elephant's trunk got hurt and he couldn't use it anymore. 

The elephant was very sad and didn't know what to do. Then, a kind monkey came and said, ""Don't worry, I will replace your old trunk with a new one."" The monkey went to the forest and found a big, strong tree. 

He cut a big piece of the tree and brought it back to the elephant. He replaced the old trunk with the new one and the elephant was very happy. He could drink water and eat leaves again! From that day on, the elephant and the monkey became good friends.",8,682
894033,"Once upon a time, there was a happy dog named Spot. Spot loved to play in the park, chase balls and eat treats. One day, Spot saw a little bird who was stuck in a tree. The bird was scared and sad. Spot knew he had to help.

Spot barked and jumped until the bird was free. The bird was so thankful, she sang a cheerful song. Spot wagged his tail and felt proud that he could save the bird. 

Later that day, Spot's owner brought out some paint. Spot had never seen paint before. It was so colorful and bright! Spot watched as his owner painted a picture of the park. The painting was so pretty and cheerful, just like Spot's personality. 

From that day on, Spot knew he could be a hero and make the world a more cheerful place, just like the painting.",4,752
1112331,"Once upon a time, there was a happy family who liked to go on drives. One day, they all got in the car and drove to the store. At the store, they bought some beef to make dinner.

When they got home, they made a yummy meal with the beef. They cut the beef into small pieces, cooked it in a pan, and added vegetables. Everyone was so happy to eat the meal.

After they ate, they went for another drive around the neighborhood. All of the different sights made everyone really happy.

Finally, everyone was tired from all of their driving and decided to go to bed. Each person was very happy that they had gone for a drive and enjoyed a delicious meal of beef.",0,658
555563,"One day, a boy named Tim found a toy gun in his room. He was very happy. Tim wanted to play with the gun all day. He ran around the house, making ""bang, bang"" sounds. His little sister, Lily, saw him and wanted to play too. But Tim said, ""No, this is my gun. You can't play with it.""

Lily was sad and frustrated. She went to her room and started to cry. Tim's mom heard her and came to ask what was wrong. Lily said, ""Tim won't let me play with the gun.""

Mom went to talk to Tim. She said, ""Tim, you need to share your toy gun with Lily. It's not nice to keep it all for yourself."" Tim did not want to share, but he knew his mom was right.

So, Tim went to Lily's room and said, ""OK, you can play with the gun too."" They both played together and had a lot of fun. In the end, they were both happy and tired from playing all day.",9,830
1463849,"Ben was a bird who liked to fly high in the sky. He had big and strong wings that made him fast and brave. He liked to show off his wings to his friends and do tricks in the air. He did not listen to his mom and dad who told him to be careful and not fly too close to the sun.

One day, Ben flew higher and higher, feeling proud and happy. He did not see the clouds that were hiding the sun. He flew right into them and felt very hot and bright. He tried to turn around, but his wings were too hot and sticky. He could not fly well anymore. He started to fall down, down, down.

He was very scared and sad. He wished he had listened to his mom and dad. He saw the ground coming closer and closer. He thought he was going to crash and hurt himself. He closed his eyes and cried.

But then, he felt something soft and gentle catch him. He opened his eyes and saw a big and fluffy cloud. It was holding him and slowing him down. He saw his mom and dad flying towards him. They looked worried and angry, but also relieved and happy. They hugged him and told him they were glad he was safe. They also told him he was very naughty and foolish, and he had to be more careful and listen to them.

Ben felt sorry and ashamed. He said he was sorry and he learned his lesson. He thanked the cloud for saving him. The cloud smiled and said he was lucky. He said he should not waste his wings and use them wisely. He said he should respect the sun and the sky, and not fly too high or too low. He said he should enjoy his flying, but also be humble and grateful.

Ben nodded and agreed. He said he would remember the cloud's words. He said he would be a good and smart bird. He said he would love his wings, but also his mom and dad. He said he would fly with joy, but also with care. He said he was lucky, but also sorry. He said he was sorry, but also happy. He said he was happy, but also lucky.",0,1885
288531,"Once upon a time, there was a big fat cat named Whiskers. Whiskers loved to perform tricks for his owner, Sarah. One day, Whiskers put on a pair of pants and started to dance. Sarah was so happy to see Whiskers perform such a silly dance in his pants. 

Whiskers loved his pants so much that he wore them every day. Sarah thought it was funny to see a cat wearing pants, but Whiskers didn't care. He felt happy and comfortable in his pants. 

One day, Whiskers went outside to play with his friends. They all laughed at him and his pants. Whiskers felt sad and embarrassed. He didn't want to perform any tricks or wear his pants anymore. 

But Sarah told Whiskers that he was special, and that he should never be ashamed of who he is. Whiskers felt better and decided to wear his pants and perform his tricks again. From that day on, Whiskers was happy and proud to be himself.",4,877
1024603,"Once upon a time, there was a little boy named Timmy. One day, Timmy went for a walk with his mommy. They saw a big red brick house. Timmy pointed at the house and said, ""Look mommy, a big house!"" 

As they continued their walk, Timmy got tired and wanted to go home. His mommy said, ""Let's rest on that bench over there."" 

While they were resting, they saw a man carrying a lot of bricks. Timmy asked his mommy, ""Why is he carrying so many bricks?"" His mommy explained, ""He's building a new house. It takes a lot of hard work to build a house."" 

The moral of the story is that hard work pays off. Just like the man carrying the bricks, if we work hard, we can achieve our goals.",3,681
1549908,"Sam was playing in his room when he found something shiny. He picked it up and looked closely. It was a new pen.

â€œWow! A pen!â€ Sam said. He grabbed the pen and started scribbling on the wall.

Sam's mom walked into the room and saw the marks on the wall. She looked at Sam with surprise.

â€œSam, what are you doing?â€ Mom asked.

Sam smiled and proudly showed his new pen. 

â€œMommy, look! I made these marks with my new pen.â€

Mom smiled and said, â€œNice work, Sam! But please remember not to draw on walls. OK?â€

Sam nodded and put away his new pen. He put it in the drawer of his desk. He looked around the room, looking for something else to do.",9,658
1195323,"Once there was a family of chickens. They were very obedient and did everything the farmer asked of them. One day, the farmer invited the chickens to a field trip to the garden.

The chickens were so excited, they hadn't ever seen a garden! The garden was full of colorful flowers and vegetables. The chickens came upon a large pepper and all of them were curious.

The chickens pecked at the pepper and soon, the pepper turned into a spicy sauce that covered their beaks. The farmer was not happy and scolded the chickens for being disobedient.

The moral of this story is that obedience is always better than curiosity. Being obedient is important if you want to be rewarded.",8,677
661638,"Once there was a playful puppy. He was so excited to learn new things. He loved being outdoors and would always pull on his leash.

One day, the puppy was walking and stopped to smell something. Suddenly, he saw a cat behind him and it scared him. He ran away, but the cat ran after him and bit his tail.

The puppy yelped and ran back home. He was so scared, but his mommy and daddy saw the bite and made it better. They even put a leash on him so he would be safe outside.

From then on, the puppy was much more careful. He knew that he had to stay on the leash so the cat couldn't bite him again. He still liked going outside, but he was always mindful of the dangers.",8,671
1837879,"Once upon a time, there was a little girl named Lily. She had a black scarf that she loved to wear. One day, Lily went to the park to play with her friends. But it was very cold outside and she forgot to bring her jacket. She felt sad and cold.

Suddenly, Lily's mom came to the park and saw her shivering. She wrapped her black scarf around Lily's neck to keep her warm. Lily felt happy and comfortable again. She played with her friends and had a lot of fun.

From that day on, Lily always remembered to bring her scarf with her when she went outside. It made her feel cozy and safe, just like a big hug from her mom. The end.",2,628
1268848,"Once upon a time, there was a happy dog named Spot. Spot liked to run and play with his ball. One day, Spot saw the mailman enter his yard. The mailman had a big bag of mail.

Spot was curious and wanted to see what was in the bag. He ran to the mailman and wagged his tail. The mailman smiled and gave Spot a big pat. Spot was very happy.

In the next yard, there was a cat named Whiskers. Whiskers saw Spot and the mailman. Whiskers was envious because he wanted a pat too. So, Whiskers ran to the mailman and got a pat. Now, both Spot and Whiskers were happy and played together in the yard.",8,594
32812,"Lily and Ben are friends. They like to play in the park. They plan to go on the big slide today. They are very excited.

But when they get to the park, they see a big dog. The dog is barking and running around. The dog scares Lily and Ben. They do not want to go near the slide.

""Go away, dog!"" Ben shouts. ""We want to play on the slide!""

But the dog does not listen. The dog keeps barking and running. Lily and Ben are sad. They do not know what to do.

Then they see a girl. The girl is older than them. She has a leash in her hand. She is looking for the dog.

""Is that your dog?"" Lily asks the girl.

""Yes, that is True. He is my dog. He ran away from me. I am sorry he scared you. He is a good dog, but he is very playful. He likes to chase things."" The girl says.

""Can you get him back?"" Ben asks the girl.

""Yes, I can. I have a trick. Watch this."" The girl says. She takes a ball out of her pocket. She throws the ball far away. She calls True.

""True, fetch!"" The girl says.

True sees the ball. He stops barking and running. He runs after the ball. He catches the ball. He brings it back to the girl. The girl puts the leash on True. She smiles at Lily and Ben.

""Thank you for being helpful. You helped me find True. Do you want to play with us?"" The girl asks.

Lily and Ben nod. They are not scared of True anymore. They see that he is a friendly dog. They go to the slide with the girl and True. They have fun. They make a new friend. They are happy.",5,1467
1255685,"Tommy was walking around the park one day. He saw something very unusual in the grass. He wondered what it was and decided to take a closer look. Tommy bent down and carefully picked up the object. It was a unique, round stone with brightly coloured spots. Tommy had never seen anything like it before. He didn't know what it was, but he felt a special connection to it. 

Tommy took the object home and asked his mom what it was. His mom told him that it was a special type of rock called a 'geode'. She explained that when geodes are opened, beautiful crystals can be discovered inside.

Tommy was so excited that he wanted to open the geode right away. He took some pliers and carefully cracked it open. Inside he found the most amazing crystals! He was amazed. What a unique discovery!",6,789
434473,"Tim and Kim were twins who liked to play in the garden. They had a big lime tree that gave them many limes to eat and share. One day, they saw a big lime on the ground that looked very juicy and sweet. They both wanted it, but they did not want to share.

""I saw it first!"" said Tim.

""No, I did!"" said Kim.

They started to pull and tug at the lime, but it was too hard to break. They got angry and shouted at each other. They did not notice that the lime was getting soft and brown. It was starting to rot.

A bird flew by and saw the lime. It smelled bad and had many bugs on it. The bird felt sorry for the twins. It landed on a branch and said, ""Why are you fighting over that lime? It is not good to eat anymore. It is rotten. You should have shared it when it was fine. Now you have nothing but a bad lime and a bad mood. Sharing is caring, you know.""

Tim and Kim stopped and looked at the lime. They saw that it was true. The lime was rotten and disgusting. They felt ashamed and sorry. They dropped the lime and hugged each other.

""You are right, bird. We were silly and greedy. We should have shared the lime when it was fine. We are sorry. Can you forgive us?"" they said.

The bird smiled and nodded. ""Of course, I forgive you. You are still young and learning. Next time, remember to share and be kind. There are plenty of limes on the tree for everyone. Come, I will show you some fine ones."" The bird flew to another branch and pointed to some green and yellow limes.

Tim and Kim followed the bird and thanked it. They picked some limes and shared them with each other and the bird. They learned their lesson and never fought over limes again. They enjoyed the limes and the garden and the bird's company. They were happy and fine.",9,1748
563257,"Every day, Mommy and Daddy get very busy. Mommy uses a big mop to clean the house. One day, baby wanted to help. He wanted to understand how the big mop worked.

Mommy let Baby take the mop. It was too heavy for Baby, but Mommy showed him how to move it back and forth. Baby made big sweeping motions with the mop. He understood how it worked!

Mommy was proud of Baby! She said, ""Good job Baby, you can clean just like Mommy!""

Baby was so proud. He kept cleaning with his big mop. He was very careful to not make a mess. Soon the house was sparkling clean and Baby was very tired. 

Mommy said, ""I am so proud of the work you did. You helped me a lot today.""

Baby smiled. He was happy that he could help Mommy and that he could understand how the big mop worked.",9,765
1109250,"One day, Joey was walking in the park. He didn't understand why the pitch was so cheap. Everywhere he looked, there were lots of tall trees and broken benches. Joey had always thought the park should be nice. Suddenly, he saw two men arguing. One of them had a bag of money and was shouting:""Why did you buy such a cheap pitch?"". He didn't understand what was going on.

Joey walked closer to them, but the men saw him and stopped arguing. Joey was scared, so he ran back home, not looking back even once. He had never seen something like this before. 

When he told his mom about the incident, she was very angry. She said that some people do bad things, but Joey should always stay away from them. Joey was sad, but he understood what his mom said. He decided that he should stay away from the park for a while and keep an eye out for anything unusual.",9,854
484142,"Mummy and Jake went to the mall one day. Jake was feeling jolly. He looked in the shops and saw all the fun things he could buy. 

Mummy asked Jake, ""Do you understand me?"" 

But Jake didn't answer. He was too busy being jolly. 

Mummy was worried so she took Jake to the doctor. The doctor said that Jake was not understanding Mummy and needed to go to the hospital. 

Jake was scared and didn't understand why he had to go to the hospital. Mummy tried to explain but it was too late. 

Mummy was sad and scared. She knew that this might happen because she wasn't sure if Jake was able to understand her. 

At the hospital, the doctor said that Jake was going to be ok. But he never got to be jolly again.",9,706
448941,"Once upon a time, there was a friendly cat named Mark. Mark liked to play and run in the sun. He had many friends in the park.

One day, Mark met a new friend. It was a small bird. Mark said, ""Hi, I am Mark. Do you want to play?"" The bird said, ""Yes, I am Tim. Let's play together!""

They played all day long. They ran, jumped, and laughed. When the sun went down, Mark and Tim were very tired. ""I want to sleep,"" said Tim. Mark agreed and said, ""Let's sleep under this big tree.""

Mark and Tim slept all night under the tree. They had a good sleep and were ready to play again in the morning. They were very happy to have each other as friends.",4,645
651995,"Once upon a time, there was a little girl named Lily. She loved to play outside in the grass. One day, she was playing with her friend, Timmy, when they saw a mighty bird fly by. 

""Wow, did you see that bird?"" asked Lily.

""Yes, it surprised me,"" said Timmy.

Lily and Timmy watched the bird fly away and then continued playing in the grass. They played with their toys and chased each other around. 

Suddenly, Lily saw something that surprised her even more than the bird. She saw a tiny ladybug crawling on a blade of grass. 

""Look, Timmy! A ladybug!"" she exclaimed.

Timmy came over to see and they both marveled at the tiny creature. They watched it crawl around on the grass for a while before continuing their playtime. From that day on, they always kept an eye out for surprises in the grass.",2,802
1142311,"Once upon a time, there was a little girl named Lily. She loved to eat rice, it was her favorite food. One day, her mom made her a big bowl of rice for lunch. Lily was so happy and ate it all up. 

After lunch, Lily went to play with her toys. She had a big teddy bear that was so adorable. Lily loved to lean on her teddy bear and give it big hugs. 

As the day went on, Lily started to feel sleepy. She leaned her head on her mom's lap and closed her eyes. Her mom stroked her hair and whispered, ""You're my adorable little girl."" Lily smiled and fell asleep, dreaming of her next bowl of rice.",2,596
1181771,"Tom liked to fly his kite on sunny days. He had a red kite with a long tail and a big smile. He took good care of his kite and always put it away when he was done. He valued his kite very much.

One day, he went to the park with his mom and his kite. He saw a girl with a blue kite and a boy with a yellow kite. They were flying their kites high in the sky. Tom wanted to join them, so he ran to a clear spot and let his kite go.

But the wind was too strong and it pulled his kite away. Tom tried to hold on, but he lost his grip. He watched his kite fly away and felt very sad. He cried and ran to his mom.

His mom hugged him and said, ""I'm sorry, Tom. I know you loved your kite. But don't worry, we can get you a new one. Maybe we can find your kite later, or maybe someone else will find it and value it too.""

Tom sniffed and nodded. He felt a little better. His mom took him to a nearby stall and bought him a hot dog. She asked him if he wanted some spicy sauce on it. Tom said yes, because he liked spicy food. He bit into his hot dog and smiled. It was very tasty. He forgot about his kite for a while and enjoyed his snack. He thought, maybe he could make a new friend with a new kite. He still valued his old kite, but he also valued his mom and his hot dog.",6,1271
883444,"Once upon a time, there was a little boy. His name was Joe. Joe was 3 years old.

One morning, Joe was feeling very hungry. He wanted something to eat. He went to his mom and said: ""Mom, I want a waffle!""

His mom laughed. ""OK, Joe,"" she said. 

She took a clear plate out of the cupboard. She put a big waffle on the plate. Then she handed the plate to Joe.

Joe was very excited. He used a fork to remove the waffle from the plate. He munched on it happily.

The waffle made Joe so happy! He finished it in no time. 

""Thank you, Mom!"" he said with a huge smile on his face. 

His mom smiled back at him. ""You're welcome,"" she said. 

And they both lived happily ever after.",3,676
1438144,"Once upon a time there were two radishes, one big and one small. The big radish was very angry, as he hated that he wasn't the biggest in the garden. So he kept filling up with more and more anger and began to roll away.

The little radish was sad, and he wanted to help his big friend. He rolled after the big radish, who was too angry to notice.
 
When they eventually reached the other side of the garden, the big radish was still too angry to think straight. But the little radish had an idea - he bumped into the big radish and told him that if they united, they would be the biggest radishes in the garden.

The big radish thought about it, and realized that being angry would get him nowhere. So he agreed that they join together. From then on, they were the biggest radishes in the garden and never felt angry again.

The moral of the story is: when we unite instead of argue, we become even stronger.",0,909
853949,"Once upon a time, there was a young boy named Timmy. Timmy went to class every day with his friends. One day, Timmy forgot to bring his lunch to class. His friend, Billy, saw that Timmy was hungry and said, ""I remember that I have an extra sandwich in my backpack. Would you like it?"" Timmy was very happy and said, ""Yes, please!"" 

After class, Timmy remembered that he had a soccer game that day. He was excited to play with his team. When he got to the field, he saw that his coach was a young woman. She said, ""Hello, Timmy! Are you ready to play?"" Timmy replied, ""Yes, I am!"" 

During the game, Timmy remembered what his coach had taught him about teamwork. He passed the ball to his friend, Billy, and they scored a goal together. Timmy was so happy that he shouted, ""We did it!"" His coach smiled and said, ""Great job, team!"" 

After the game, Timmy remembered to thank his coach and his friend for their help. He said, ""Thank you for helping me today. I had so much fun!""",3,978
1107228,"One day, a little girl named Amy went for a walk. She saw a graceful cat with a tie around its neck. The cat was stepping carefully on the ground. Amy was very happy to see the cat and wanted to be its friend.

""Hello, cat,"" said Amy. ""I like your tie. It is very pretty. Can you show me how you step so gracefully?"" The cat looked at Amy and said, ""Of course! Just watch me and follow my steps.""

Amy watched the cat and tried to step like it. She was not very good at first, but the cat was patient and kind. Soon, Amy was stepping gracefully too. They danced together and had lots of fun.

At the end of the day, Amy said, ""Thank you, cat. I learned a lot from you. I will always remember to be patient and kind like you."" The cat smiled and said, ""You're welcome, Amy. Remember, good things come to those who are patient and kind to others.""

And so, Amy learned the important lesson of being patient and kind to others. She and the cat became great friends and danced together every day, stepping gracefully and wearing their pretty ties.",8,1043
2049051,"Once upon a time there was a girl. She was so pretty. She loved to do exercise so she put on her special shoes and went outside.

She went to the park to do her exercise. She began with jumping and running. Then she did some stretching and a few push-ups. She liked the way she felt and the fresh air was nice.

When she was done she sat on a bench to take a break. She saw a pretty butterfly and smiled. She watched the butterfly flutter around. Then she put on her shoes and went home.

When she got home she took off her shoes and put them in her room. She felt very happy because she had done some good exercise. She went to bed with a big smile on her face!",1,662
1053278,"Once upon a time, there was a little girl named Lily. She loved to go on picnics with her family. One day, they went to the park to have a picnic. Her mom packed a cooler with yummy food and drinks.

Lily was so excited to eat the yummy food and drink the cold drinks. But, she noticed that the cooler was empty. She felt sad and disappointed. Her mom told her not to worry and that they would fill the cooler with ice and drinks soon.

After a little while, Lily's dad went to get some ice and drinks to fill the cooler. When he came back, he filled the cooler with ice and drinks. Lily felt happy and calm again. She ate the yummy food and drank the cold drinks with her family. It was the best picnic ever!",2,709
213066,"Once upon a time there was a lion who lived in the jungle. He was a brave lion. He had strong teeth and sharp claws. One day he heard a sound. He stopped and listened carefully.

The sound was coming from a river nearby. He crept closer and saw a small fish stuck in the weeds at the edge of the river. The fish was trying to get out, but it couldn't.

The lion thought for a moment and then decided to help the little fish. He reached in and carefully pulled the fish out of the weeds. The fish thanked him with a grateful smile and swam away.

The lion was happy he had helped the fish. He learnt a valuable lesson that day: when you listen carefully, you can do good things. Be brave and clear in what you do!",4,712
387127,"Once there was a little boy named Max. Every day, Max would go out and play with his friends. Max loved running and playing very fast. He could run so quickly that his friends always said he was the fastest one of them all. But every day, Max would get tired and need to rest.

One day, Max was playing and was about to run really fast when he saw something. It was a large blue electric car! Max's friends were amazed. It was so quiet and seemed to go really fast.

Max's dad came out of the car and said, ""This car supports my sonâ€™s need for speed.â€ Max loved how quiet and fast the car was and he knew that his dad was always there to support him.

From that day on, Max knew that he could always rely on his dad. No matter how fast Max wanted to go, his dad was always there to support him.",0,797
1776605,"Sara and Ben were very happy to move to a new house. They had a big yard with grass and flowers. They wanted to play outside, but first they had to unpack their toys.

""Can I help you, Mom?"" Sara asked.

""Yes, you can, Sara. You can unpack your dolls and books and put them in your room,"" Mom said.

""What about me, Mom?"" Ben asked.

""You can unpack your cars and trucks and put them in your room, too,"" Mom said.

Sara and Ben ran to their boxes and started to unpack. They found their favorite toys and smiled. They put them on their beds and shelves.

""Can we go outside now, Mom?"" Sara asked.

""Yes, you can, but be careful. Dad is using the hose to water the plants,"" Mom said.

Sara and Ben put on their shoes and hats and went outside. They saw Dad holding the hose. He was jolly and sang a song.

""Hi, Dad!"" Sara and Ben said.

""Hi, kids! Do you like the new house?"" Dad asked.

""Yes, we do! It's very nice and big,"" Sara said.

""Can we play with the hose, Dad?"" Ben asked.

""Sure, you can, but only for a little while. Then we have to go inside and have lunch,"" Dad said.

Dad gave the hose to Sara and Ben. They took turns to spray water on each other and on the grass. They laughed and had fun. They were wet and happy. They liked their new house and their new yard. They thanked Dad for the hose and gave him a hug. Then they went inside and had lunch with Mom. They ate sandwiches and cookies and drank milk. They were jolly and full. They loved their new house and their new family.",5,1496
1160480,"Sandy was walking along the path in the park when she noticed something very special. It was a green corn! Sandy was so excited, she had never seen a green corn before. She wanted to remember it, so she decided to record it. She pulled out her camera and took a picture of the corn.

After she took a picture, Sandy noticed something else. There were four more green corns! Sandy couldn't believe these corns all had the same color. She took out her notebook and wrote down five green corns.

The next day, Sandy went back to the park and found that the green corns were gone! Thankfully, Sandy had recorded them in her picture and her notebook.

From then on, Sandy kept recording different things that she came across in the park. She never forgot the beautiful green corns.",1,776
184913,"Once upon a time, there was a yellow park. It was the happiest place in the world. All the happy people gathered there to sort out all their troubles. Everyone loved the yellow park.

One sunny day, a little boy named Pete went to the yellow park. He was only 3 years old, so he was so excited to explore. He saw a swing and went on it right away. He felt so happy and sung a song as he sort of bounced back and forth in the swing. He smiled and laughed and had the best time.

Pete then spotted a yellow slide and ran to check it out. He sort of slid down and had so much fun. He raced up the steps to go again. He went on the yellow slide over and over, and made lots of new friends at the park.

At the end of the day, Pete was so happy. He said goodbye to all his friends, and said that he would come to the yellow park again the next day. What a wonderful day it had been at the yellow park!",4,896
14871,"Jim was an old clown who liked to play with the children. One day he was in the park and he wanted to do a show. He had a bag of tricks with him and he pulled out some old glue. He threw it up in the air and it made a funny shape. The children laughed and clapped.

Then Jim decided to throw some other tricks. He threw a ball up in the air and it made a big arch. The children laughed and clapped again. Jim kept throwing other things and the children laughed and played.

Jim was having so much fun and he felt like he was flying. Suddenly, he tripped on an old brick and all his tricks went flying. The children helped Jim pick them all back up, until eventually Jim had all his tricks back. Everyone laughed and clapped and Jim said goodbye and waved.",0,755
1399037,"Once upon a time, there was a little ant. His name was Bob and he liked to have fun! Every day, he would go out and build his own sandcastle. He was very proud of it. 

One day, Bob noticed a new ant in the garden. His name was Joe and he was very selfish. Joe wanted the whole sandbox for himself, so he started to knock down Bob's castle. Bob was sad, and he tried to talk to Joe and asked him to stop, but Joe wouldn't listen. 

Bob decided to remember what had happened. He decided to never forget the way Joe had been so selfish. He also remembered that he needed to be careful around ants like Joe. From then on, Bob was careful, and he made sure to build his sandcastles in places where Joe couldn't get to them. 

The end.",4,730
548697,"Lila and Ben are friends who like to ride bikes. They have red bikes with two wheels and pedals. They go to the park to ride on the wide path.

""Look, Lila, I can go very fast!"" Ben says. He pushes hard on the pedals and passes Lila.

""Wait for me, Ben!"" Lila says. She tries to catch up, but Ben is too fast. He passes other people on the path. He does not say sorry or look where he is going.

""Ben, be careful!"" Lila says. She sees a big rock on the path. Ben does not see it. He hits the rock and falls off his bike. He hurts his knee and cries.

Lila stops her bike and runs to Ben. She helps him get up and hugs him. She says, ""Are you okay, Ben?""

Ben says, ""I'm sorry, Lila. I was not nice. I wanted to show you how fast I can go, but I did not think about you or the other people. I was not safe or kind.""

Lila says, ""It's okay, Ben. I'm glad you are not hurt too much. I like to ride with you, but you don't have to go so fast. We can have fun and be careful at the same time.""

Ben says, ""You are right, Lila. You are a good friend. Can we ride together again?""

Lila says, ""Yes, Ben. We can ride together again. But next time, let's not pass anyone. Let's stay together and enjoy the park.""

The moral value of the story is: It is good to be fast, but it is better to be safe and kind.",5,1298
