dataset_index,title,cluster_id,title_length,cluster_label
520,Participating in a School Art Exhibit,2,37,Family & School
521,Attending a Magic Show,2,22,Family & School
522,Spending a Day in a Big City Zoo,6,32,Animals & Family
523,Decorating My Room with Family,2,30,Family & School
524,Visiting My Uncle’s Barn,6,24,Animals & Family
525,Trying a Beginner Fencing Class,14,31,Animals & Family
526,Attending a College Football Game,14,33,Animals & Family
527,Observing a Local Debate Event,2,30,Family & School
528,Exploring a Butterfly Festival,6,30,Animals & Family
529,Attending a Music Workshop at the Library,2,41,Family & School
530,Visiting a Glass-Blowing Studio,6,31,Animals & Family
531,Learning to Dance at a Workshop,14,31,Animals & Family
532,Staying in a Historic Hotel,6,27,Animals & Family
533,Vacationing at a Lakeside Cabin,6,31,Animals & Family
534,Traveling on a Ferry Boat,6,25,Animals & Family
535,Attending a Tae Kwon Do Tournament,14,34,Animals & Family
536,Joining a Coding Camp,14,21,Animals & Family
537,Visiting a City Aquarium at Night,6,33,Animals & Family
538,Helping Organize a Book Fair,8,28,School & Friendship
539,Going on a Bicycle Tour in the Countryside,6,42,Animals & Family
540,Visiting a Fruit Festival,6,25,Animals & Family
541,Watching Birds Migrate in Autumn,6,32,Animals & Family
542,Attending a Medieval Faire,2,26,Family & School
543,A Day at the Local Observatory,6,30,Animals & Family
544,Playing Laser Tag with Friends,14,30,Animals & Family
545,Trying Out an Escape Room,4,25,Animals & Family
546,Attending a Fashion Show for Kids,2,33,Family & School
547,Exploring a Redwood Forest,6,26,Animals & Family
548,Camping at the Beach in Tents,6,29,Animals & Family
549,Spending Time in a Hot Springs Resort,6,37,Animals & Family
550,Visiting a Sculpture Garden,6,27,Animals & Family
551,Riding a Historic Trolley in the City,6,37,Animals & Family
552,Helping Bake Goods for a Charity Sale,9,37,Animals & Family
553,Taking a Tour of a Greenhouse,6,29,Animals & Family
554,Visiting a Bee Farm to Learn About Honey,6,40,Animals & Family
555,Participating in a Science Experiment Fair,2,42,Family & School
556,Visiting a Film Studio Backlot,6,30,Animals & Family
557,Practicing Archery at Summer Camp,14,33,Animals & Family
558,Helping Clean Up the School Yard,3,32,School & Friendship
559,Going on a Mining Tour,6,22,Animals & Family
560,Attending a School Geography Bee,2,32,Family & School
561,Watching a Fireworks Display on a Holiday,6,41,Animals & Family
562,Playing Mini-Golf with My Family,14,32,Animals & Family
563,Exploring an Antique Car Show,6,29,Animals & Family
564,Trying a Salsa Dance Lesson,14,27,Animals & Family
565,Visiting a Seashell Museum,6,26,Animals & Family
566,Joining a Community Theater Group,2,33,Family & School
567,Taking a Ride in a Sailboat,6,27,Animals & Family
568,Going to an Outdoor Ice Rink,14,28,Animals & Family
569,Visiting a Historic Apothecary Shop,6,35,Animals & Family
570,Attending a Seasonal Lantern Festival,6,37,Animals & Family
571,A Day at a Star Wars Convention,2,31,Family & School
572,Observing a Marathon Race,14,25,Animals & Family
573,Trying Indoor Skydiving,14,23,Animals & Family
574,Visiting a Local Farmers’ Co-op,6,31,Animals & Family
575,Attending a Sketching Meetup at the Park,2,40,Family & School
576,Exploring a Desert Museum,6,25,Animals & Family
577,Sampling International Foods at a Cultural Fair,9,47,Animals & Family
578,Visiting a Science Museum’s Outer Space Exhibit,6,47,Animals & Family
579,Cheering on Friends at a Rock-Climbing Competition,14,50,Animals & Family
580,Collecting Rocks and Gems at a Special Show,6,43,Animals & Family
581,Going on a Snowshoeing Adventure,6,32,Animals & Family
582,Observing Butterflies Hatching in a Greenhouse,6,46,Animals & Family
583,Building Birdhouses for a Nature Reserve,6,40,Animals & Family
584,Writing a Personal Budget Plan,8,30,School & Friendship
585,Developing Simple Conflict-Resolution Steps,1,43,Animals & School
586,How to Sort Recyclables Correctly,8,33,School & Friendship
587,Speaking Confidently in Class Presentations,1,43,Animals & School
588,Practicing Eye Contact in Conversations,1,39,Animals & School
589,Finding Positive Ways to Release Stress,1,39,Animals & School
590,How to Plan a Weekly Menu,8,25,School & Friendship
591,Encouraging Others with Kind Words,5,34,Animals & Family
592,Organizing a Small Group Study Session,2,38,Family & School
593,Learning to Iron Clothes Safely,10,31,Animals & Family
594,Checking In on Friends’ Feelings,5,32,Animals & Family
595,How to Handle Misunderstandings Calmly,1,38,Animals & School
596,Practicing Proper Posture Every Day,14,35,Animals & Family
597,Learning to Count Change Accurately,8,35,School & Friendship
598,Writing a Friendly Letter to a Grandparent,5,42,Animals & Family
599,How to Lead a Group Project,2,27,Family & School
600,Respecting Different Opinions Online,13,36,School & Adventure
601,Preparing a Simple Soup at Home,9,31,Animals & Family
602,Using Fewer Distractions While Studying,8,39,School & Friendship
603,Setting an Alarm and Waking Up on Time,4,38,Animals & Family
604,Making and Keeping a Simple To-Do List,8,38,School & Friendship
605,Kindly Reminding Friends of Rules,1,33,Animals & School
606,Practicing Gratitude Through Journaling,5,39,Animals & Family
607,How to Politely Join a Conversation,1,35,Animals & School
608,Developing Good Sportsmanship as a Team Captain,14,47,Animals & Family
609,Caring for a Younger Sibling Safely,5,35,Animals & Family
610,How to Use a City Map for Directions,6,36,Animals & Family
611,Balancing Screen Time and Outdoor Play,14,38,Animals & Family
612,Practicing Positive Self-Talk,1,29,Animals & School
613,How to Politely End a Phone Call,1,32,Animals & School
614,Building an Emergency Contact List,10,34,Animals & Family
615,Learning to Sew a Button,10,24,Animals & Family
616,Sharing Space in a Classroom Effectively,2,40,Family & School
617,Creating a Homework Schedule,8,28,School & Friendship
618,How to RSVP to an Invitation,2,28,Family & School
619,Gently Handling Fragile Items,10,29,Animals & Family
620,Using Polite Text Messaging,1,27,Animals & School
621,Building Emotional Self-Awareness,11,33,Family & School
622,Efficiently Sorting Toys and Books,8,34,School & Friendship
623,Staying Alert in Crowded Places,4,31,Animals & Family
624,How to Set Realistic Personal Goals,11,35,Family & School
625,Managing Disappointment Productively,1,36,Animals & School
626,Standing Up for My Beliefs Respectfully,4,39,Animals & Family
627,Practicing Mindful Listening at Home,1,36,Animals & School
628,Keeping a Positive Attitude During Chores,1,41,Animals & School
629,Recognizing and Avoiding Peer Conflicts,11,39,Family & School
630,Asking Permission to Give Hugs,5,30,Animals & Family
631,How to Debate Ideas Kindly,1,26,Animals & School
632,Checking Online Sources for Accuracy,13,36,School & Adventure
633,Wrapping Gifts Neatly,10,21,Animals & Family
634,Sticking to a Bedtime Routine,4,29,Animals & Family
635,Serving Food at a Family Meal,9,29,Animals & Family
636,Practicing a New Language with Friends,2,38,Family & School
637,Handling Criticism Gracefully,1,29,Animals & School
638,Pacing Myself During a Sports Activity,14,38,Animals & Family
639,Contributing to Group Chats Respectfully,1,40,Animals & School
640,Taking a Break to Reset My Mind,4,31,Animals & Family
641,Avoiding Interrupting People,1,28,Animals & School
642,Learning Not to Judge Too Quickly,11,33,Family & School
643,Helping to Plan a Family Vacation,6,33,Animals & Family
644,Suggesting Solutions Instead of Complaints,1,42,Animals & School
645,Using Neutral Language in Disagreements,1,39,Animals & School
646,Dealing with Stage Fright,1,25,Animals & School
647,Staying Patient While Waiting for Appointments,4,46,Animals & Family
648,Preparing a Simple Picnic,9,25,Animals & Family
649,Sharing Household Tasks Fairly,9,30,Animals & Family
650,Talking to a Teacher About My Problems,1,38,Animals & School
651,Saving Money for Something Special,10,34,Animals & Family
652,Handling Broken Items Safely,10,28,Animals & Family
653,Creating a Personal Calendar to Track Events,8,44,School & Friendship
654,Accepting Help When I Need It,5,29,Animals & Family
655,Packing a Backpack for a Day Trip,8,33,School & Friendship
656,Encouraging a Friend Who’s Struggling,5,37,Animals & Family
657,"Learning to Make Quick, Healthy Snacks",9,38,Animals & Family
658,Being a Friendly Guest at Someone’s House,5,41,Animals & Family
659,How to Tackle Big Projects Step by Step,8,39,School & Friendship
660,Writing an Apology Email,1,24,Animals & School
661,Finding Positive Alternatives to Shouting,1,41,Animals & School
662,Using Social Media Thoughtfully,13,31,School & Adventure
663,Keeping My Work Space Organized,8,31,School & Friendship
664,Gently Correcting Someone’s Mistake,1,35,Animals & School
665,Offering Solutions Instead of Complaints,1,40,Animals & School
666,Speaking Calmly When I’m Upset,1,30,Animals & School
667,What Is Courage in Everyday Life?,11,33,Family & School
668,Why Do We Appreciate Small Acts of Kindness?,5,44,Animals & Family
669,What Is a Growth Mindset and Why Is It Helpful?,11,47,Family & School
670,Exploring the Meaning of Accountability,11,39,Family & School
671,What Is Empathy for Animals?,5,28,Animals & Family
672,Understanding Where Our Fears Come From,11,39,Family & School
673,All About Positive Self-Image,11,29,Family & School
674,What Is Emotional Balance?,11,26,Family & School
675,Why Does Taking Initiative Matter?,11,34,Family & School
676,How Compassion Strengthens Friendships,5,38,Animals & Family
677,What Is Meant by Social Awareness?,11,34,Family & School
678,Exploring the Idea of Respecting Boundaries,11,43,Family & School
679,Why Empathy Is Important in Groups,5,34,Animals & Family
680,How Role Models Inspire Us,11,26,Family & School
681,What Is Generosity Toward Strangers?,5,36,Animals & Family
682,Understanding the Need for Self-Reflection,11,42,Family & School
683,What Is Good Communication?,1,27,Animals & School
684,Why Celebrating Progress Boosts Confidence,11,42,Family & School
685,All About Being Open-Minded,11,27,Family & School
686,What Is Self-Motivation?,11,24,Family & School
687,Exploring the Value of Consistency,11,34,Family & School
688,What Is a Habit and How Do We Change It?,11,40,Family & School
689,Understanding the Balance Between Work and Fun,11,46,Family & School
690,How Positive Peer Influence Works,11,33,Family & School
691,What Is Emotional Health?,5,25,Animals & Family
692,Why Telling the Truth Is Powerful,11,33,Family & School
693,Discovering the Meaning of Self-Reliance,11,40,Family & School
694,What Is Humility and Why Does It Matter?,11,40,Family & School
695,How Gratitude Improves Our Outlook,5,34,Animals & Family
696,What Is a Positive Attitude?,11,28,Family & School
697,Exploring the Idea of Self-Expression,11,37,Family & School
698,Why Self-Respect Is Necessary,11,29,Family & School
699,What Is Generosity of Spirit?,5,29,Animals & Family
700,Understanding How Attitude Affects Relationships,11,48,Family & School
701,What Is Determination and How to Build It?,11,42,Family & School
702,The Importance of Admitting We Don’t Know Something,11,51,Family & School
703,What Is Curiosity in Learning?,11,30,Family & School
704,How Self-Control Helps Everyone,11,31,Family & School
705,What Is Self-Esteem and How Do We Protect It?,11,45,Family & School
706,Why Good Manners Support Friendships,5,36,Animals & Family
707,All About Reciprocity in Friendships,5,36,Animals & Family
708,How Teamwork Gets Things Done Faster,11,36,Family & School
709,What Is Accountability to Others?,11,33,Family & School
710,Understanding the Power of Encouragement,11,40,Family & School
711,Why Boundaries Build Trust,11,26,Family & School
712,What Is Sincerity and Why Is It Valuable?,11,41,Family & School
713,Recognizing When I Need Help,5,28,Animals & Family
714,All About Healthy Self-Talk,1,27,Animals & School
715,What Does It Mean to Respect Myself?,11,36,Family & School
716,How Tolerance Creates Harmony,11,29,Family & School
717,What Is Positivity in Everyday Life?,11,36,Family & School
718,Why Self-Honesty Helps Us Improve,11,33,Family & School
719,What Is a Personal Value System?,11,32,Family & School
720,Understanding How Encouragement Works,5,37,Animals & Family
721,Why Making Amends Heals Friendships,5,35,Animals & Family
722,What Is Empathy in Conflict?,11,28,Family & School
723,How Humor Relieves Stress,1,25,Animals & School
724,What Is the Purpose of an Apology?,1,34,Animals & School
725,Exploring the Concept of Grace,11,30,Family & School
726,What Is Compassion Toward Myself?,5,33,Animals & Family
727,Why It’s Important to Respect Different Ages,11,44,Family & School
728,Learning the Importance of Fair Dealing,11,39,Family & School
729,What Is the Role of Trust in Friendships?,5,41,Animals & Family
730,How Responsibility Grows with Age,11,33,Family & School
731,Why Self-Discipline Creates Freedom,11,35,Family & School
732,What Is the Difference Between Politeness and Kindness?,5,55,Animals & Family
733,Exploring the Idea of Empathy in Daily Life,5,43,Animals & Family
734,Why Do We Often Overlook Good Deeds?,11,36,Family & School
735,What Is Integrity and How to Keep It?,11,37,Family & School
736,All About Being Proud Without Boasting,11,38,Family & School
737,Understanding That Everyone Is Unique,11,37,Family & School
738,What Is a Moral Compass?,11,24,Family & School
739,Why Consistency Builds Reliability,11,34,Family & School
740,What Is the Value of Self-Acceptance?,11,37,Family & School
741,How a Quiet Mind Can Solve Problems,1,35,Animals & School
742,What Is Perseverance and When Do We Use It?,11,43,Family & School
743,Why Caring for Our World Is Important,11,37,Family & School
744,What Is Altruism?,11,17,Family & School
745,Exploring the Power of Sincere Apologies,1,40,Animals & School
746,What Is the Meaning of Empathy in Families?,5,43,Animals & Family
747,Understanding Sensitivity to Others’ Feelings,11,45,Family & School
748,Why Should We Celebrate Differences?,11,36,Family & School
749,What Is a Role Model and How Do We Choose One?,11,46,Family & School
750,Being a Helper in Class,5,23,Animals & Family
751,Washing Hands at School,3,23,School & Friendship
752,Sharing Toys with Friends,10,25,Animals & Family
753,Quiet Voices in the Library,1,27,Animals & School
754,Taking Turns on the Slide,4,25,Animals & Family
755,Listening During Circle Time,4,28,Animals & Family
756,Lining Up for Lunch,9,19,Animals & Family
757,Brushing Teeth After Meals,12,26,Animals & Food
758,Wearing a Seatbelt,4,18,Animals & Family
759,Playing Gently with Pets,10,24,Animals & Family
760,Asking for Help Nicely,5,22,Animals & Family
761,Using Friendly Words,1,20,Animals & School
762,Preparing for Bed,4,17,Animals & Family
763,Waiting Patiently for My Turn,4,29,Animals & Family
764,Greeting Friends at School,2,26,Family & School
765,Using the Bathroom Safely,4,25,Animals & Family
766,Moving Carefully in the Hallway,4,31,Animals & Family
767,Sitting Criss-Cross on the Rug,4,30,Animals & Family
768,Being Honest,11,12,Family & School
769,Trying New Foods at Mealtime,9,28,Animals & Family
770,Taking Care of My Things,4,24,Animals & Family
771,Speaking Politely During Meals,9,30,Animals & Family
772,Bringing in My Homework,8,23,School & Friendship
773,Walking with My Class on Field Trips,14,36,Animals & Family
774,Waiting for My Family at Pickup Time,4,36,Animals & Family
775,Cleaning Up After Play,3,22,School & Friendship
776,Saying Excuse Me,1,16,Animals & School
777,Taking Part in Group Work,2,25,Family & School
778,Following the Class Rules,2,25,Family & School
779,Staying Calm During Storms,1,26,Animals & School
780,Using Kind Hands,10,16,Animals & Family
781,Helping a Friend Who Is Sad,5,27,Animals & Family
782,Paying Attention to the Teacher,2,31,Family & School
783,Storing My Art Supplies,8,23,School & Friendship
784,Saying Thank You,5,16,Animals & Family
785,Walking Safely Near Roads,4,25,Animals & Family
786,Making New Friends,5,18,Animals & Family
787,Speaking Up in Class,1,20,Animals & School
788,Practicing Fire Drills,14,22,Animals & Family
789,Being Responsible with Homework Supplies,8,40,School & Friendship
790,Giving Others Personal Space,13,28,School & Adventure
791,Helping Keep the Classroom Clean,3,32,School & Friendship
792,Using My Indoor Voice,4,21,Animals & Family
793,Following a Schedule,4,20,Animals & Family
794,Asking Before Borrowing,12,23,Animals & Food
795,Staying Safe with Scissors,10,26,Animals & Family
796,Wearing Weather-Ready Clothes,4,29,Animals & Family
797,Joining in Games Outside,14,24,Animals & Family
798,Saying Goodbye at the End of the Day,4,36,Animals & Family
799,Practicing Patience During Group Cleanup,1,40,Animals & School
800,Using a Quiet Voice in Class,1,28,Animals & School
801,Washing Hands Before Eating,12,27,Animals & Food
802,Taking Turns on the Slide,4,25,Animals & Family
803,Listening at Story Time,4,23,Animals & Family
804,Sharing Crayons with Friends,10,28,Animals & Family
805,Walking Safely in the Hallway,4,29,Animals & Family
806,Asking for Help Kindly,5,22,Animals & Family
807,Using Kind Hands,10,16,Animals & Family
808,Cleaning Up After Play,3,22,School & Friendship
809,Waiting for My Turn to Speak,4,28,Animals & Family
810,Saying Thank You,5,16,Animals & Family
811,Brushing My Teeth Each Day,12,26,Animals & Food
812,Learning to Tie My Shoes,14,24,Animals & Family
813,Being Gentle with Pets,5,22,Animals & Family
814,Wearing My Seatbelt,4,19,Animals & Family
815,Raising My Hand in Class,2,24,Family & School
816,Staying Calm in a Storm,1,23,Animals & School
817,Sharing Snacks with Friends,9,27,Animals & Family
818,Using Words to Solve Problems,10,29,Animals & Family
819,Following Directions at School,2,30,Family & School
820,Playing Safely on the Playground,14,32,Animals & Family
821,Using the Bathroom Neatly,3,25,School & Friendship
822,Greeting Friends in the Morning,4,31,Animals & Family
823,Putting My Toys Away,10,20,Animals & Family
824,Sitting Still for a Short Time,4,30,Animals & Family
825,Bringing My Homework Back,8,25,School & Friendship
826,Using Good Manners at Lunch,9,27,Animals & Family
827,Saying Excuse Me,1,16,Animals & School
828,Painting Carefully,10,18,Animals & Family
829,Waiting My Turn at the Water Fountain,4,37,Animals & Family
830,Being Polite on the Bus,1,23,Animals & School
831,Asking Before Borrowing,12,23,Animals & Food
832,Staying Calm During Fire Drills,1,31,Animals & School
833,Eating Slowly at Mealtime,9,25,Animals & Family
834,Being Honest,11,12,Family & School
835,Helping a Sad Friend,5,20,Animals & Family
836,Using Scissors Safely,10,21,Animals & Family
837,Sitting at the Table to Eat,9,27,Animals & Family
838,Keeping My Desk Organized,8,25,School & Friendship
839,Wearing the Right Clothes,4,25,Animals & Family
840,Noticing When Others Speak,1,26,Animals & School
841,Playing Gently with Babies,10,26,Animals & Family
842,Keeping the Classroom Floor Clean,3,33,School & Friendship
843,Saying Sorry,1,12,Animals & School
844,Staying with My Group,4,21,Animals & Family
845,Turning Off Lights When Leaving,4,31,Animals & Family
846,Being Quiet in the Library,1,26,Animals & School
847,Using Friendly Words,1,20,Animals & School
848,Drinking Water During the Day,12,29,Animals & Food
849,Waiting for My Family at Pickup,4,31,Animals & Family
850,Visiting a Planetarium,6,22,Animals & Family
851,Exploring a Medieval Castle,6,27,Animals & Family
852,Attending a Family Reunion,2,26,Family & School
853,Our Community Cleanup Day,3,25,School & Friendship
854,Planting Trees in the Park,6,26,Animals & Family
855,Helping Out at a Homeless Shelter,5,33,Animals & Family
856,Celebrating a Cultural Festival,2,31,Family & School
857,Volunteering at the School Fundraiser,2,37,Family & School
858,Spending a Weekend at Aunt’s Farmhouse,6,38,Animals & Family
859,Going Ice Skating for the First Time,14,36,Animals & Family
860,Attending a Local Art Fair,2,26,Family & School
861,Day Trip to the Mountains,6,25,Animals & Family
862,Learning Archery at Summer Camp,14,31,Animals & Family
863,A Sleepover at My Cousin’s House,4,32,Animals & Family
864,Trying Out for the School Play,14,30,Animals & Family
865,Celebrating a Big Holiday with Family,6,37,Animals & Family
866,A Weekend at the Ski Resort,6,27,Animals & Family
867,Visiting a Butterfly Sanctuary,6,30,Animals & Family
868,Going to the Circus,4,19,Animals & Family
869,Attending a Robotics Competition,14,32,Animals & Family
870,Exploring a Ghost Town,6,22,Animals & Family
871,A Day at the Science Center,2,27,Family & School
872,Visiting a Historical Battlefield,6,33,Animals & Family
873,My Experience in a School Talent Show,2,37,Family & School
874,Helping My Neighbor with Groceries,9,34,Animals & Family
875,Going to a Farmer’s Market,6,26,Animals & Family
876,Exploring Tidal Pools by the Shore,6,34,Animals & Family
877,Learning How to Fish at the Lake,14,32,Animals & Family
878,Watching a Soccer Match Live,14,28,Animals & Family
879,Building a Treehouse with Dad,6,29,Animals & Family
880,Visiting a Horse Ranch,6,22,Animals & Family
881,Picking Fruit at an Orchard,9,27,Animals & Family
882,Attending a Summer Music Festival,2,33,Family & School
883,Making Crafts at a Community Workshop,2,37,Family & School
884,Spending a Day at a Water Park,6,30,Animals & Family
885,Going to a Dog Show,4,19,Animals & Family
886,Overnight Trip with My Scout Troop,6,34,Animals & Family
887,Attending a Comic Book Convention,2,33,Family & School
888,A Day Exploring the City,6,24,Animals & Family
889,Vacation at a Mountain Cabin,6,28,Animals & Family
890,Flying a Kite on the Hill,14,25,Animals & Family
891,Trying Indoor Rock Climbing,14,27,Animals & Family
892,Painting a Mural at School,2,26,Family & School
893,Family Road Trip Across the State,6,33,Animals & Family
894,Attending a Nature Photography Workshop,6,39,Animals & Family
895,Taking Care of Grandma’s Garden,6,31,Animals & Family
896,Visiting a Lighthouse by the Sea,6,32,Animals & Family
897,A Day Helping at the Animal Sanctuary,6,37,Animals & Family
898,Volunteering at a Soup Kitchen,9,30,Animals & Family
899,Attending a School Science Fair,2,31,Family & School
900,Feeding Our Dog,9,15,Animals & Family
901,Saying Hello,1,12,Animals & School
902,Putting On My Shoes,4,19,Animals & Family
903,Brushing My Hair,12,16,Animals & Food
904,Saying Please,1,13,Animals & School
905,Building with Blocks,10,20,Animals & Family
906,Washing My Face,12,15,Animals & Food
907,Learning to Zip My Jacket,10,25,Animals & Family
908,Sharing Toys,10,12,Animals & Family
909,Looking Both Ways,4,17,Animals & Family
910,Sitting on a Chair,4,18,Animals & Family
911,Feeding a Fish,9,14,Animals & Family
912,Saying Thank You,5,16,Animals & Family
913,Cleaning Up My Toys,3,19,School & Friendship
914,Trying a New Food,9,17,Animals & Family
915,Using Gentle Hands,10,18,Animals & Family
916,Saying Sorry,1,12,Animals & School
917,Wearing a Hat,4,13,Animals & Family
918,Drinking from a Cup,9,19,Animals & Family
919,Learning Animal Sounds,14,22,Animals & Family
920,Putting On My Shirt,4,19,Animals & Family
921,Using an Indoor Voice,4,21,Animals & Family
922,Saying Goodbye,1,14,Animals & School
923,Drinking with a Straw,12,21,Animals & Food
924,Helping Water Plants,5,20,Animals & Family
925,Watching a Bird in a Tree,6,25,Animals & Family
926,Waiting My Turn,4,15,Animals & Family
927,Putting Away Crayons,10,20,Animals & Family
928,Using a Tissue,10,14,Animals & Family
929,Finding My Bedtime Teddy,4,24,Animals & Family
930,Picking Up Books,8,16,School & Friendship
931,Being Kind to Bugs,5,18,Animals & Family
932,Learning Colors,14,15,Animals & Family
933,Holding a Cup with Two Hands,9,28,Animals & Family
934,Talking to a Friend,1,19,Animals & School
935,Going to the Bathroom,4,21,Animals & Family
936,Feeding the Birds Outside,9,25,Animals & Family
937,Holding Hands While Crossing,10,28,Animals & Family
938,Putting on Socks,10,16,Animals & Family
939,Brushing My Teeth,12,17,Animals & Food
940,Playing with Stuffed Animals,10,28,Animals & Family
941,Learning Shapes,14,15,Animals & Family
942,Walking in the House,4,20,Animals & Family
943,Trying Buttons on My Shirt,10,26,Animals & Family
944,Holding a Crayon Correctly,10,26,Animals & Family
945,Washing Fruit Before Eating,12,27,Animals & Food
946,Sitting Still at Story Time,4,27,Animals & Family
947,Knocking on a Door,4,18,Animals & Family
948,Not Touching Hot Things,10,23,Animals & Family
949,Turning Off the TV,4,18,Animals & Family
950,Helping Plan a Surprise Party,2,29,Family & School
951,Experiencing a Solar Eclipse,6,28,Animals & Family
952,Exploring a Cave with My Family,6,31,Animals & Family
953,Staying Overnight at the Hospital to Visit Someone,4,50,Animals & Family
954,Hosting a Garage Sale,6,21,Animals & Family
955,Exploring a Big City’s Subway System,6,36,Animals & Family
956,Going to a County Fair,6,22,Animals & Family
957,Visiting a Wind Farm,6,20,Animals & Family
958,Exploring a Coral Reef Exhibit,6,30,Animals & Family
959,A Day at the Go-Kart Track,14,26,Animals & Family
960,Attending a Shakespeare in the Park Event,2,41,Family & School
961,Discovering Local History on a Walking Tour,6,43,Animals & Family
962,Going Camping in the Desert,6,27,Animals & Family
963,Trying Out Paddleboarding,14,25,Animals & Family
964,Watching a Meteor Shower Late at Night,4,38,Animals & Family
965,Taking a Pottery Class,2,22,Family & School
966,Learning About Astronomy at a Star Party,2,40,Family & School
967,Visiting a Chocolate Factory,6,28,Animals & Family
968,A Trip to the Antique Market,6,28,Animals & Family
969,Entering a Sandcastle-Building Contest,14,38,Animals & Family
970,Attending a Sibling’s Graduation Ceremony,2,41,Family & School
971,Observing Wildlife on a Safari Ride,6,35,Animals & Family
972,Celebrating a Traditional Harvest Festival,6,42,Animals & Family
973,A Day with Local Firefighters,6,29,Animals & Family
974,Learning to Surf at the Beach,14,29,Animals & Family
975,Helping With a Neighborhood Bake Sale,9,37,Animals & Family
976,Participating in a School Exchange Program,2,42,Family & School
977,Exploring a Volcano Exhibit,6,27,Animals & Family
978,Going on a Whale Watching Trip,6,30,Animals & Family
979,Taking Part in a Holiday Parade,6,31,Animals & Family
980,Visiting a Friend in Another Country,6,36,Animals & Family
981,Hiking on a Forest Trail,6,24,Animals & Family
982,Celebrating a Community Cultural Night,2,38,Family & School
983,Touring a Television Studio,6,27,Animals & Family
984,Practicing Good Sportsmanship,14,29,Animals & Family
985,How to Speak Clearly in Front of Others,1,39,Animals & School
986,Mastering Basic First Aid,5,25,Animals & Family
987,How to Manage My Time After School,8,34,School & Friendship
988,Learning to Cook a Simple Meal,9,30,Animals & Family
989,Effectively Using a Planner,8,27,School & Friendship
990,Building Healthy Study Habits,8,29,School & Friendship
991,How to Organize My Backpack,8,27,School & Friendship
992,Developing Active Listening Skills,1,34,Animals & School
993,Learning to Read Maps,8,21,School & Friendship
994,How to Be a Good Team Player,14,28,Animals & Family
995,Respecting Classroom Rules,2,26,Family & School
996,How to Give a Compliment,1,24,Animals & School
997,Politely Disagreeing with Someone,1,33,Animals & School
998,Speaking Up for Myself,1,22,Animals & School
999,Using Public Transportation Safely,4,34,Animals & Family
